employee_name,user_id,email,role,business_unit,functional_unit,department,team,supervisor
Armand Odysseus Key,AOK0844,Armand.Odysseus.Key@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
Eaton Samuel Jennings,ESJ0670,Eaton.Samuel.Jennings@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez
Aladdin Abraham Foley,AAF0791,Aladdin.Abraham.Foley@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn
Kirby Ruby Lyons,KRL0501,Kirby.Ruby.Lyons@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
Serina Amena Chavez,SAC0592,Serina.Amena.Chavez@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
Uriel Charles Solomon,UCS0227,Uriel.Charles.Solomon@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson
Jared Cameron Rosa,JCR0770,Jared.Cameron.Rosa@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Ivy Charissa Solis,ICS0956,Ivy.Charissa.Solis@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Macy Karleigh Winters,MKW0441,Macy.Karleigh.Winters@dtaa.com,Technician,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott
Tana Sonya Moody,TSM0927,Tana.Sonya.Moody@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews
Octavius Judah Kirby,OJK0233,Octavius.Judah.Kirby@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson
Stephanie Mary Whitehead,SMW0084,Stephanie.Mary.Whitehead@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris
Barclay Eaton Hensley,BEH0615,Barclay.Eaton.Hensley@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks
Ariana Doris Frazier,ADF0397,Ariana.Doris.Frazier@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray
Nicolas James Cantu,NJC0705,Nicolas.James.Cantu@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
Bertha Yetta Parrish,BYP0070,Bertha.Yetta.Parrish@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston
Jane Maite Dotson,JMD0520,Jane.Maite.Dotson@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
Lucas Ahmed Ferrell,LAF0991,Lucas.Ahmed.Ferrell@dtaa.com,IndustrialEngineer,1,3 - Manufacturing,1 - IndustrialEngineering,,Grant Tyrone Doyle
Kay Brynne Spears,KBS0874,Kay.Brynne.Spears@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Genevieve Hyacinth Head,GHH0288,Genevieve.Hyacinth.Head@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Timothy Arthur Carroll,TAC0300,Timothy.Arthur.Carroll@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Jaquelyn Angelica Jimenez,JAJ0849,Jaquelyn.Angelica.Jimenez@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
Nevada Odette Bass,NOB0181,Nevada.Odette.Bass@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Daquan Tucker Pugh,DTP0379,Daquan.Tucker.Pugh@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan
Colorado Joel Merrill,CJM0138,Colorado.Joel.Merrill@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Fallon Harriet Shelton,FHS0837,Fallon.Harriet.Shelton@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
Chelsea Aspen Allen,CAA0612,Chelsea.Aspen.Allen@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks
Echo Leandra Torres,ELT0769,Echo.Leandra.Torres@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Katell Jasmine Wiggins,KJW0416,Katell.Jasmine.Wiggins@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker
Cairo Theodore Robles,CTR0341,Cairo.Theodore.Robles@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Dolan Igor Cortez,DIC0988,Dolan.Igor.Cortez@dtaa.com,NursePractitioner,1,1 - Adminstration,5 - Medical,,Alec Mannix Mcneil
Jane Justina Hunt,JJH0292,Jane.Justina.Hunt@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Mira Jamalia Snow,MJS0890,Mira.Jamalia.Snow@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke
Tarik Odysseus Rivera,TOR0193,Tarik.Odysseus.Rivera@dtaa.com,AdministrativeAssistant,1,6 - PurchasingAndContracts,1 - Purchasing,,August Armando Evans
Sophia Cora Battle,SCB0534,Sophia.Cora.Battle@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
Maxwell Dante Hutchinson,MDH0686,Maxwell.Dante.Hutchinson@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne
Jonathan Orlando Marsh,JOM0750,Jonathan.Orlando.Marsh@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Burke Randall Burnett,BRB0355,Burke.Randall.Burnett@dtaa.com,FieldServiceEngineer,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Sharon Britanni Kerr
Macon Joseph Morrison,MJM0510,Macon.Joseph.Morrison@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
Kibo Josiah Murray,KJM0887,Kibo.Josiah.Murray@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke
Courtney Brynn Garrett,CBG0398,Courtney.Brynn.Garrett@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray
Raya Regan Church,RRC0553,Raya.Regan.Church@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall
Tara Dai Stevenson,TDS0984,Tara.Dai.Stevenson@dtaa.com,ComputerTrainer,1,1 - Adminstration,3 - Training,,Walter Kaseem Foley
Libby Rosalyn Richard,LRR0148,Libby.Rosalyn.Richard@dtaa.com,Manager,1,4 - Finance,3 - FinancialPlanning,,Thomas Vladimir Stokes
Amelia Rhoda Burgess,ARB0834,Amelia.Rhoda.Burgess@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
Kareem Porter Collins,KPC0073,Kareem.Porter.Collins@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston
Charde Lareina Barrett,CLB0774,Charde.Lareina.Barrett@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Valentine Elton Britt,VEB0935,Valentine.Elton.Britt@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball
Macey Christen Turner,MCT0720,Macey.Christen.Turner@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
Jameson Damian Franco,JDF0593,Jameson.Damian.Franco@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
Callum Jasper Gilmore,CJG0470,Callum.Jasper.Gilmore@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
Riley Ginger Guy,RGG0064,Riley.Ginger.Guy@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,,Todd Vance Spears
Bethany Xerxes Johnson,BXJ0010,Bethany.Xerxes.Johnson@dtaa.com,Director,1,1 - Adminstration,1 - Personnel,,Halla Cathleen Simmons
William Beau Callahan,WBC0315,William.Beau.Callahan@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
Claudia Galena Baldwin,CGB0637,Claudia.Galena.Baldwin@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
Chadwick Armand Nunez,CAN0842,Chadwick.Armand.Nunez@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
Hyatt Trevor Hayes,HTH0007,Hyatt.Trevor.Hayes@dtaa.com,VicePresident,1,5 - SalesAndMarketing,,,Mona Susan Shannon
Bell Jorden Martinez,BJM0111,Bell.Jorden.Martinez@dtaa.com,Technician,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates
Meredith Ainsley Wolf,MAW0166,Meredith.Ainsley.Wolf@dtaa.com,Manager,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Donovan Carlos Chapman
Preston Plato Fischer,PPF0435,Preston.Plato.Fischer@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott
Samuel Eden James,SEJ0677,Samuel.Eden.James@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez
Alden Caesar Velez,ACV0812,Alden.Caesar.Velez@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George
Kane Walter Eaton,KWE0082,Kane.Walter.Eaton@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris
Edan Ciaran Larson,ECL0930,Edan.Ciaran.Larson@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball
Randall Hashim Palmer,RHP0484,Randall.Hashim.Palmer@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
Brenda Alika Matthews,BAM0636,Brenda.Alika.Matthews@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
Dale Dorian Mercado,DDM0579,Dale.Dorian.Mercado@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
Ursula Idona Richard,UIR0043,Ursula.Idona.Richard@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
Jaquelyn Cassandra Roberson,JCR0172,Jaquelyn.Cassandra.Roberson@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
Aquila Tanner Ellison,ATE0869,Aquila.Tanner.Ellison@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Isadora Blaine Shepherd,IBS0836,Isadora.Blaine.Shepherd@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
Dylan Tiger Terry,DTT0076,Dylan.Tiger.Terry@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Declan Lester Moss
Price Rashad Mullen,PRM0740,Price.Rashad.Mullen@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Florence Gloria Whitney,FGW0853,Florence.Gloria.Whitney@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Judith Shaeleigh Hayden,JSH0330,Judith.Shaeleigh.Hayden@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Ferris Stone Bender,FSB0399,Ferris.Stone.Bender@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray
